wallet,sequence,label
0x0ad942b82c46cd22f4936ca7011e3a3c57755707,<OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE>,1
0xda8774d99fba48cfa13344285259401d93304a60,<OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO>,1
0x7d9e2534e043eb97f6f74bdeec2a6f674038acf1,<ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_MED> <DEX_SWAP> <VAL_WHALE> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <DEX_SWAP> <VAL_WHALE> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_MED> <DEX_SWAP> <VAL_WHALE> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_MED> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <DEPOSIT> <VAL_MED> <DEPOSIT> <VAL_MED> <DEPOSIT> <VAL_MED> <ETH_TRANSFER> <VAL_MED>,1
0xaca0cd25c6ba0884b1b278ac20de739adee4ae8f,<ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO>,1
0xe6629cc8ced87063151c37f25d6ca4a74675a520,<ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED>,1
0x905315602ed9a854e325f692ff82f58799beab57,<OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <ETH_TRANSFER> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <DEPOSIT> <VAL_ZERO>,1
0xe0880485952b1f1aa21ba966aa879de431fef833,<OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO>,1
0xfe62145b68ae16b59f88c121651a9019f13f3653,<TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEPOSIT> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO>,1
0x8c41704c37b0c0eff7d42b8acce775a964778aa7,<LIQUIDITY_EVENT> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_MED> <LIQUIDITY_EVENT> <VAL_MED> <ETH_TRANSFER> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <LIQUIDITY_EVENT> <VAL_MED> <LIQUIDITY_EVENT> <VAL_MED> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <TOKEN_APPROVE> <VAL_ZERO> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_MED> <ETH_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED>,1
0xf33f3840c68eeac524553ec6e2589b0bf1517d7a,<OTHER_CONTRACT_CALL> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO>,1
0x9c5083dd4838e120dbeac44c052179692aa5dac5,<ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_MED> <OTHER_CONTRACT_CALL> <VAL_MED> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <ETH_TRANSFER> <VAL_DUST> <ETH_TRANSFER> <VAL_DUST> <TOKEN_TRANSFER> <VAL_ZERO> <ETH_TRANSFER> <VAL_WHALE> <DEPOSIT> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO>,1
0x50adf7a75d7cd6132acc0a2fb21c019011286635,<DEX_SWAP> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO>,1
0xd8e749e457fcd1918c9a589bfaa87db9f8e154d6,<ETH_TRANSFER> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEPOSIT> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_WHALE> <DEPOSIT> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEPOSIT> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <DEX_SWAP> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <DEPOSIT> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO>,1
0xde3e412d4fe3c9d90ac74d0a9b064951b39eeae4,<TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_WHALE> <ETH_TRANSFER> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <ETH_TRANSFER> <VAL_MED> <LIQUIDITY_EVENT> <VAL_WHALE> <DEPOSIT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_WHALE> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <LIQUIDITY_EVENT> <VAL_WHALE> <TOKEN_APPROVE> <VAL_ZERO> <DEPOSIT> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <TOKEN_TRANSFER> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <TOKEN_APPROVE> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO> <OTHER_CONTRACT_CALL> <VAL_ZERO> <DEX_SWAP> <VAL_ZERO>,1
